idx,score,length,gc,frac_a,frac_t,frac_c,frac_g,entropy_bits,cpg_density,longest_run,runs_ge_5,mean_unpair_prob
1029,0.9992871284484863,100,0.67,0.22,0.11,0.19,0.48,1.7943555277239804,0.05,4,0,nan
1032,0.9818054437637329,100,0.64,0.18,0.18,0.3,0.34,1.9408786445478214,0.04,4,0,nan
1036,0.9830479025840759,100,0.9,0.01,0.09,0.44,0.46,1.4155745276582798,0.15,5,3,nan
1041,0.9792989492416382,100,0.75,0.2,0.05,0.3,0.45,1.719973094021975,0.08,5,1,nan
1045,0.9931523203849792,100,0.67,0.19,0.14,0.32,0.35,1.9084712172016407,0.06,4,0,nan
1053,0.9963083267211914,100,0.71,0.14,0.15,0.56,0.15,1.6866405656518462,0.03,5,2,nan
1057,0.9720104932785034,100,0.72,0.17,0.11,0.32,0.4,1.8396787907571195,0.09,4,0,nan
1062,0.9999415278434753,100,0.72,0.17,0.11,0.38,0.34,1.8445002075783865,0.12,4,0,nan
1065,0.9708961248397827,100,0.6,0.17,0.23,0.2,0.4,1.9154113999366364,0.05,4,0,nan
1070,0.951640784740448,100,0.73,0.13,0.14,0.43,0.3,1.8244083141238607,0.16,4,0,nan
1076,0.9843217134475708,100,0.75,0.1,0.15,0.26,0.49,1.7523076406115747,0.08,5,3,nan
1077,0.9978373646736145,100,0.65,0.19,0.16,0.33,0.32,1.9320999028321535,0.05,4,0,nan
1080,0.9772012829780579,100,0.77,0.14,0.09,0.52,0.25,1.700340549679803,0.15,5,2,nan
1091,0.9946863055229187,100,0.73,0.14,0.13,0.28,0.45,1.8123760658038355,0.13,6,2,nan
1097,0.9983996152877808,100,0.66,0.21,0.13,0.34,0.32,1.9106750016077276,0.04,5,1,nan
1098,0.9992747902870178,100,0.71,0.14,0.15,0.35,0.36,1.8683708548954119,0.09,4,0,nan
1101,0.9927846789360046,100,0.72,0.15,0.13,0.38,0.34,1.852815615941427,0.16,3,0,nan
1102,0.9562242031097412,100,0.7,0.12,0.18,0.28,0.42,1.8522414936853613,0.05,4,0,nan
1105,0.9797083139419556,100,0.59,0.24,0.17,0.4,0.19,1.9127190410798633,0.04,4,0,nan
1106,0.9941048622131348,100,0.68,0.22,0.1,0.15,0.53,1.7087569939260097,0.07,6,2,nan
1108,0.9987228512763977,100,0.73,0.16,0.11,0.29,0.44,1.812354310937215,0.12,6,1,nan
1109,0.954573392868042,100,0.75,0.11,0.14,0.43,0.32,1.7969951781146554,0.13,5,1,nan
1115,0.9996132850646973,100,0.78,0.13,0.09,0.56,0.22,1.6443120638341107,0.12,4,0,nan
1119,0.9929574728012085,100,0.7,0.09,0.21,0.34,0.36,1.8452659143170291,0.07,4,0,nan
1121,0.994394063949585,100,0.77,0.08,0.15,0.32,0.45,1.7464887070850934,0.21,3,0,nan
1129,0.9967565536499023,100,0.77,0.08,0.15,0.3,0.47,1.7350986614624015,0.09,5,1,nan
1133,0.9991734623908997,100,0.73,0.15,0.12,0.38,0.35,1.8381655893076077,0.12,4,0,nan
1134,0.998597264289856,100,0.6,0.26,0.14,0.32,0.28,1.9426527957938469,0.03,5,1,nan
1137,0.9960196614265442,100,0.57,0.24,0.19,0.23,0.34,1.9662023461291378,0.05,4,0,nan
1139,0.981160581111908,100,0.87,0.07,0.06,0.51,0.36,1.5381336702627277,0.19,6,2,nan
1141,0.9901033043861389,100,0.57,0.18,0.25,0.27,0.3,1.9764188378047352,0.07,4,0,nan
1143,0.9502043724060059,100,0.72,0.07,0.21,0.41,0.31,1.792557508333807,0.04,5,1,nan
1145,0.9900864362716675,100,0.79,0.06,0.15,0.41,0.38,1.7119160733882006,0.16,5,1,nan
1146,0.9973359704017639,100,0.63,0.25,0.12,0.23,0.4,1.8835061543964469,0.03,5,2,nan
1149,0.9924106597900391,100,0.71,0.08,0.21,0.47,0.24,1.7704217705296181,0.13,4,0,nan
1150,0.9944921135902405,100,0.69,0.13,0.18,0.35,0.34,1.8872261042009129,0.12,4,0,nan
1151,0.9867201447486877,100,0.68,0.19,0.13,0.33,0.35,1.8957936835430735,0.06,5,1,nan
1152,0.9973911046981812,100,0.67,0.23,0.1,0.21,0.46,1.8080189718231099,0.1,4,0,nan
1160,0.9993137717247009,100,0.64,0.12,0.24,0.45,0.19,1.8348295686124738,0.13,4,0,nan
1161,0.9971300959587097,100,0.68,0.2,0.12,0.25,0.43,1.8550171787451304,0.08,5,1,nan
1162,0.9861867427825928,100,0.54,0.25,0.21,0.3,0.24,1.9880473046918707,0.04,4,0,nan
1165,0.9998329281806946,100,0.68,0.15,0.17,0.44,0.24,1.860413005047401,0.1,5,1,nan
1166,0.9967700242996216,100,0.66,0.13,0.21,0.41,0.25,1.8828519982957475,0.09,5,2,nan
1167,0.9971587657928467,100,0.6,0.2,0.2,0.34,0.26,1.9632332590779804,0.08,5,2,nan
1168,0.9939292073249817,100,0.67,0.17,0.16,0.45,0.22,1.856578657313608,0.07,4,0,nan
1174,0.9946528673171997,100,0.73,0.12,0.15,0.43,0.3,1.8222660771424506,0.09,5,1,nan
1176,0.9969558715820312,100,0.76,0.14,0.1,0.39,0.37,1.7898290805589356,0.12,6,1,nan
1181,0.9948520064353943,100,0.62,0.21,0.17,0.33,0.29,1.9531363000033417,0.06,5,1,nan
1183,0.9977173805236816,100,0.75,0.16,0.09,0.24,0.51,1.7252350150663762,0.11,4,0,nan
1184,0.9752222895622253,100,0.64,0.21,0.15,0.29,0.35,1.931372397132173,0.08,4,0,nan
1186,0.997847318649292,100,0.77,0.1,0.13,0.57,0.2,1.6414732898762714,0.09,6,2,nan
1190,0.9813647866249084,100,0.64,0.24,0.12,0.21,0.43,1.8575891862096667,0.04,5,1,nan
1191,0.9988959431648254,100,0.58,0.24,0.18,0.23,0.35,1.9572103835181798,0.08,4,0,nan
1192,0.998360812664032,100,0.57,0.22,0.21,0.3,0.27,1.9845077706242875,0.1,3,0,nan
1193,0.9733400344848633,100,0.68,0.19,0.13,0.31,0.37,1.8923941973594585,0.02,5,1,nan
1201,0.995822548866272,100,0.63,0.21,0.16,0.21,0.42,1.8943095546405662,0.04,5,3,nan
1203,0.9847862720489502,100,0.86,0.05,0.09,0.46,0.4,1.5728567971593774,0.2,5,1,nan
1205,0.9834622740745544,100,0.62,0.22,0.16,0.39,0.23,1.9210551184251294,0.06,6,1,nan
1207,0.987220823764801,100,0.54,0.19,0.27,0.22,0.32,1.9718553805361014,0.04,4,0,nan
1215,0.9887204170227051,100,0.66,0.18,0.16,0.39,0.27,1.908143198574695,0.1,4,0,nan
1223,0.9983925819396973,100,0.74,0.14,0.12,0.29,0.45,1.800482618664772,0.11,5,1,nan
1224,0.9544291496276855,100,0.74,0.15,0.11,0.26,0.48,1.7743887953205053,0.08,5,1,nan
1226,0.959918200969696,100,0.64,0.19,0.17,0.51,0.13,1.767887191444081,0.01,4,0,nan
1230,0.9689594507217407,100,0.63,0.11,0.26,0.35,0.28,1.8998959509010709,0.08,3,0,nan
1232,0.9927002787590027,100,0.73,0.13,0.14,0.11,0.62,1.5576301468383529,0.07,5,2,nan
1233,0.9922476410865784,100,0.57,0.15,0.28,0.34,0.23,1.9416066063390895,0.06,5,1,nan
1237,0.9605040550231934,100,0.69,0.1,0.21,0.35,0.34,1.8642902995465953,0.09,3,0,nan
1241,0.9905584454536438,100,0.74,0.14,0.12,0.42,0.32,1.815857683033042,0.1,6,2,nan
1245,0.9993231892585754,100,0.8,0.13,0.07,0.32,0.48,1.6855021815261955,0.16,4,0,nan
1246,0.9988009333610535,100,0.73,0.17,0.1,0.46,0.27,1.7921365719030684,0.06,5,2,nan
1247,0.9741787314414978,100,0.72,0.1,0.18,0.39,0.33,1.8351199552818056,0.08,4,0,nan
1249,0.9996451139450073,100,0.62,0.28,0.1,0.21,0.41,1.8466210214329055,0.08,4,0,nan
1252,0.9981738328933716,100,0.75,0.17,0.08,0.22,0.53,1.692114709743466,0.1,4,0,nan
1254,0.9971266388893127,100,0.63,0.08,0.29,0.47,0.16,1.7443849408992393,0.05,4,0,nan
1265,0.9984620809555054,100,0.74,0.12,0.14,0.33,0.41,1.8193846193184173,0.13,4,0,nan
1266,0.9993197321891785,100,0.7,0.18,0.12,0.27,0.43,1.8459607193225311,0.07,4,0,nan
1268,0.9936560392379761,100,0.82,0.1,0.08,0.27,0.55,1.6080959122632892,0.1,6,2,nan
1269,0.9730618596076965,100,0.68,0.18,0.14,0.35,0.33,1.900340885108016,0.07,5,1,nan
1279,0.9870664477348328,100,0.73,0.15,0.12,0.56,0.17,1.680639660982092,0.05,5,2,nan
1285,0.9538177847862244,100,0.69,0.2,0.11,0.34,0.35,1.873946670791296,0.06,4,0,nan
1287,0.9921286106109619,100,0.8,0.12,0.08,0.34,0.46,1.7030848238768448,0.14,4,0,nan
1289,0.9696197509765625,100,0.68,0.13,0.19,0.55,0.13,1.6948877930651967,0.02,5,1,nan
1296,0.9997588992118835,100,0.86,0.06,0.08,0.42,0.44,1.5818352099639652,0.13,5,2,nan
1299,0.9799512028694153,100,0.65,0.21,0.14,0.47,0.18,1.8271965813550146,0.06,4,0,nan
1304,0.9898496866226196,100,0.82,0.06,0.12,0.51,0.31,1.6298251590195223,0.16,4,0,nan
1307,0.9799376726150513,100,0.59,0.26,0.15,0.14,0.45,1.8313446912803448,0.03,4,0,nan
1321,0.9851974844932556,100,0.6,0.19,0.21,0.31,0.29,1.9697479586299764,0.01,4,0,nan
1323,0.9967837929725647,100,0.62,0.22,0.16,0.31,0.31,1.9511795212346565,0.05,5,1,nan
1326,0.9681637287139893,100,0.74,0.16,0.1,0.28,0.46,1.7847655023236333,0.11,5,1,nan
1328,0.9908863306045532,100,0.63,0.11,0.26,0.45,0.18,1.8192839913999683,0.07,4,0,nan
1344,0.9859012961387634,100,0.73,0.15,0.12,0.33,0.4,1.8342058030036736,0.12,4,0,nan
1353,0.9671298861503601,100,0.65,0.12,0.23,0.28,0.37,1.8996843163362325,0.09,5,1,nan
1354,0.9991188049316406,100,0.8,0.1,0.1,0.33,0.47,1.7041637511204728,0.17,5,3,nan
1355,0.9704877734184265,100,0.67,0.17,0.16,0.37,0.3,1.9094225827969002,0.1,5,1,nan
1356,0.9589400291442871,100,0.6,0.23,0.17,0.31,0.29,1.9639529120621269,0.11,4,0,nan
1357,0.9963095784187317,100,0.63,0.12,0.25,0.46,0.17,1.816989459445721,0.09,4,0,nan
1358,0.9891259670257568,100,0.74,0.18,0.08,0.17,0.57,1.633653698428648,0.12,5,3,nan
1364,0.995610237121582,100,0.59,0.24,0.17,0.18,0.41,1.9014136844360587,0.05,4,0,nan
1367,0.9976831674575806,100,0.6,0.22,0.18,0.34,0.26,1.9603430406731037,0.08,3,0,nan
1368,0.9971195459365845,100,0.77,0.1,0.13,0.33,0.44,1.7638062453389463,0.14,5,1,nan
1373,0.9790517687797546,100,0.66,0.18,0.16,0.38,0.28,1.9129978562304168,0.02,6,1,nan
1375,0.9982413053512573,100,0.77,0.14,0.09,0.43,0.34,1.7625020400098346,0.17,4,0,nan
1378,0.997244119644165,100,0.81,0.06,0.13,0.45,0.36,1.6751943825055275,0.17,4,0,nan
1382,0.9967510104179382,100,0.59,0.15,0.26,0.26,0.33,1.9489438876117893,0.07,3,0,nan
1384,0.9777342081069946,100,0.63,0.16,0.21,0.23,0.4,1.9122790431431271,0.08,4,0,nan
1385,0.988014280796051,100,0.6,0.18,0.22,0.26,0.34,1.9603430406731037,0.07,4,0,nan
1388,0.9990347623825073,100,0.57,0.16,0.27,0.29,0.28,1.9651626974274632,0.02,4,0,nan
1390,0.9973121881484985,100,0.7,0.17,0.13,0.31,0.39,1.870822621827617,0.1,4,0,nan
1392,0.9504651427268982,100,0.73,0.16,0.11,0.16,0.57,1.6585714036507193,0.03,6,3,nan
1400,0.9789267778396606,100,0.87,0.06,0.07,0.36,0.51,1.5381336702627277,0.19,6,2,nan
1401,0.9981439113616943,100,0.73,0.14,0.13,0.35,0.38,1.8403078262890176,0.12,4,0,nan
1402,0.9943355321884155,100,0.68,0.17,0.15,0.42,0.26,1.8760662731371258,0.04,4,0,nan
1403,0.9718987345695496,100,0.61,0.15,0.24,0.27,0.34,1.9438746086511176,0.11,4,0,nan
1404,0.969577431678772,100,0.6,0.15,0.25,0.29,0.31,1.9522432081828383,0.09,4,0,nan
1405,0.9863767623901367,100,0.6,0.17,0.23,0.3,0.3,1.964433899503943,0.08,5,1,nan
1406,0.9984151721000671,100,0.72,0.2,0.08,0.2,0.52,1.7108562983864117,0.1,5,1,nan
1407,0.996539831161499,100,0.78,0.16,0.06,0.35,0.43,1.720215539278815,0.12,4,0,nan
1410,0.9644286036491394,100,0.68,0.15,0.17,0.27,0.41,1.8825379699433382,0.11,6,1,nan
1412,0.9921507835388184,100,0.73,0.15,0.12,0.27,0.46,1.8029689749765458,0.04,4,0,nan
1417,0.9989619851112366,100,0.69,0.2,0.11,0.38,0.31,1.8689197814186556,0.11,3,0,nan
1431,0.983766496181488,100,0.54,0.23,0.23,0.37,0.17,1.9406512616932297,0.08,4,0,nan
1433,0.9973105192184448,100,0.61,0.18,0.21,0.33,0.28,1.96017359316715,0.09,4,0,nan
1440,0.9915151596069336,100,0.73,0.12,0.15,0.31,0.42,1.8270529265598974,0.03,6,1,nan
1444,0.9785171747207642,100,0.62,0.24,0.14,0.37,0.25,1.9219737077871901,0.08,4,0,nan
1446,0.9978920817375183,100,0.77,0.09,0.14,0.37,0.4,1.7692642673191958,0.15,5,2,nan
1447,0.9921746253967285,100,0.73,0.14,0.13,0.29,0.44,1.8188049365409116,0.13,5,1,nan
1457,0.9978519678115845,100,0.78,0.11,0.11,0.45,0.33,1.7467972809378762,0.15,5,1,nan
1468,0.9853437542915344,100,0.59,0.25,0.16,0.37,0.22,1.9343194409481268,0.07,4,0,nan
1471,0.9696143269538879,100,0.73,0.14,0.13,0.36,0.37,1.8410985915263742,0.14,4,0,nan
1472,0.9968162178993225,100,0.67,0.07,0.26,0.51,0.16,1.6922900941085457,0.03,4,0,nan
1475,0.9922351241111755,100,0.68,0.23,0.09,0.23,0.45,1.8063905465103371,0.06,5,1,nan
1476,0.999347448348999,100,0.66,0.17,0.17,0.36,0.3,1.9208786445478214,0.08,3,0,nan
1479,0.9787346720695496,100,0.57,0.26,0.17,0.18,0.39,1.9149798144295898,0.01,6,1,nan
1483,0.9966528415679932,100,0.84,0.12,0.04,0.55,0.29,1.5450983586626272,0.19,5,1,nan
1484,0.9990437030792236,100,0.71,0.13,0.16,0.48,0.23,1.801597776177115,0.07,5,1,nan
1490,0.9940816164016724,100,0.74,0.09,0.17,0.35,0.39,1.807138335345344,0.11,4,0,nan
1493,0.9985413551330566,100,0.76,0.04,0.2,0.54,0.22,1.6107563635287736,0.12,5,1,nan
1496,0.9994837641716003,100,0.85,0.1,0.05,0.52,0.33,1.5666882627199628,0.16,5,2,nan
1499,0.9765540957450867,100,0.68,0.18,0.14,0.45,0.23,1.8484868571855775,0.1,5,1,nan
1500,0.9627069234848022,100,0.62,0.18,0.2,0.25,0.37,1.9404222778112432,0.03,4,0,nan
1502,0.9994149804115295,100,0.81,0.12,0.07,0.3,0.51,1.6521417420561355,0.11,5,1,nan
1506,0.9972242712974548,100,0.77,0.15,0.08,0.36,0.41,1.7600532780207998,0.15,4,0,nan
1516,0.9958966970443726,100,0.77,0.13,0.1,0.32,0.45,1.7592723235792929,0.11,5,1,nan
1517,0.9985335469245911,100,0.66,0.15,0.19,0.35,0.31,1.9196664607284961,0.07,4,0,nan
1522,0.9889095425605774,100,0.64,0.21,0.15,0.26,0.38,1.9191091598246608,0.08,5,1,nan
1527,0.9979598522186279,100,0.72,0.17,0.11,0.44,0.28,1.8202407383355246,0.08,5,3,nan
1528,0.9922699928283691,100,0.66,0.13,0.21,0.32,0.34,1.9106750016077276,0.09,4,0,nan
1532,0.978976845741272,100,0.64,0.11,0.25,0.35,0.29,1.8982911197632066,0.08,4,0,nan
1533,0.997612476348877,100,0.63,0.19,0.18,0.22,0.41,1.9084921839672075,0.05,5,1,nan
1535,0.9936832189559937,100,0.65,0.09,0.26,0.45,0.2,1.8007291006024064,0.09,4,0,nan
1539,0.9760082960128784,100,0.7,0.2,0.1,0.23,0.47,1.7962017511269135,0.09,5,1,nan
1548,0.9921568036079407,100,0.64,0.2,0.16,0.29,0.35,1.9354070262795182,0.07,3,0,nan
1549,0.9929794669151306,100,0.58,0.18,0.24,0.27,0.31,1.9732582075379632,0.03,4,0,nan
1551,0.9949183464050293,100,0.64,0.22,0.14,0.34,0.3,1.9279469998787842,0.08,4,0,nan
1555,0.996661365032196,100,0.69,0.04,0.27,0.48,0.21,1.6768679050608937,0.05,5,1,nan
1559,0.9561498761177063,100,0.72,0.17,0.11,0.34,0.38,1.8445002075783865,0.13,4,0,nan
1560,0.9999207854270935,100,0.7,0.16,0.14,0.16,0.54,1.723187249518387,0.05,5,2,nan
1562,0.9943335652351379,100,0.74,0.16,0.1,0.26,0.48,1.7687670532231494,0.1,6,1,nan
1565,0.9883583188056946,100,0.74,0.12,0.14,0.41,0.33,1.8193846193184176,0.16,3,0,nan
1566,0.9645799398422241,100,0.73,0.13,0.14,0.38,0.35,1.8403078262890173,0.15,5,1,nan
1567,0.9683139324188232,100,0.82,0.1,0.08,0.46,0.36,1.6696518799805302,0.14,5,1,nan
1570,0.9891253709793091,100,0.69,0.17,0.14,0.31,0.38,1.8859445063456086,0.05,4,0,nan
1571,0.9551462531089783,100,0.66,0.24,0.1,0.27,0.39,1.8661458891724978,0.07,7,1,nan
1572,0.9761234521865845,100,0.57,0.19,0.24,0.36,0.21,1.9527993027445938,0.01,5,1,nan
1576,0.9958142638206482,100,0.58,0.25,0.17,0.29,0.29,1.9703944821444939,0.08,3,0,nan
1577,0.994835376739502,100,0.67,0.11,0.22,0.45,0.22,1.8298349061758576,0.09,4,0,nan
1580,0.9997535347938538,100,0.71,0.22,0.07,0.22,0.49,1.7339836094138297,0.08,6,2,nan
1581,0.9956656098365784,100,0.67,0.12,0.21,0.53,0.14,1.722446500898086,0.06,5,1,nan
1586,0.9909215569496155,100,0.62,0.24,0.14,0.43,0.19,1.8700354284373994,0.08,4,0,nan
1596,0.9727041125297546,100,0.67,0.16,0.17,0.25,0.42,1.8832501417514065,0.08,4,0,nan
1598,0.9998411536216736,100,0.74,0.18,0.08,0.21,0.53,1.6950851898130732,0.1,5,1,nan
1599,0.9998482465744019,100,0.64,0.15,0.21,0.4,0.24,1.9062737035218849,0.06,5,1,nan
1600,0.9893230199813843,100,0.72,0.14,0.14,0.31,0.41,1.84539963348525,0.04,4,0,nan
1601,0.9887892007827759,100,0.65,0.24,0.11,0.4,0.25,1.8731924261529183,0.1,3,0,nan
1610,0.9934350252151489,100,0.62,0.21,0.17,0.33,0.29,1.9531363000033417,0.05,4,0,nan
1612,0.9997557997703552,100,0.8,0.05,0.15,0.59,0.21,1.5485801377820527,0.1,5,3,nan
1615,0.9979436993598938,100,0.7,0.12,0.18,0.38,0.32,1.868861734320007,0.11,3,0,nan
1616,0.9699779152870178,100,0.63,0.16,0.21,0.45,0.18,1.8595491373832154,0.06,4,0,nan
1617,0.9823033809661865,100,0.51,0.19,0.3,0.23,0.28,1.9782041554686458,0.03,4,0,nan
1620,0.954698920249939,100,0.54,0.26,0.2,0.36,0.18,1.9455967433017194,0.06,4,0,nan
1625,0.9734905958175659,100,0.68,0.18,0.14,0.31,0.37,1.896941398924401,0.07,5,1,nan
1627,0.9902791380882263,100,0.7,0.2,0.1,0.31,0.39,1.850170039732308,0.08,5,1,nan
1631,0.9915367960929871,100,0.59,0.19,0.22,0.35,0.24,1.9600349500164223,0.04,5,1,nan
1632,0.9984439611434937,100,0.78,0.11,0.11,0.38,0.4,1.7597975406110118,0.15,5,1,nan
1640,0.9796127080917358,100,0.68,0.19,0.13,0.29,0.39,1.8855714449188286,0.1,3,0,nan
1642,0.9985538721084595,100,0.71,0.15,0.14,0.31,0.4,1.860220817170506,0.15,3,0,nan
1644,0.9988043308258057,100,0.77,0.14,0.09,0.32,0.45,1.7541993572084986,0.11,4,0,nan
1647,0.9791067838668823,100,0.6,0.26,0.14,0.25,0.35,1.932499070595557,0.11,4,0,nan
1650,0.9982621669769287,100,0.71,0.09,0.2,0.28,0.43,1.8148240979694128,0.07,6,1,nan
1651,0.9996190667152405,100,0.75,0.09,0.16,0.53,0.22,1.7016901426262154,0.12,5,1,nan
1656,0.9922515153884888,100,0.75,0.15,0.1,0.19,0.56,1.6664048070381712,0.08,4,0,nan
1658,0.9548936486244202,100,0.79,0.06,0.15,0.25,0.54,1.6341215517782235,0.16,5,3,nan
1663,0.9873098731040955,100,0.64,0.18,0.18,0.27,0.37,1.9313658183886444,0.07,5,1,nan
1665,0.9951338768005371,100,0.6,0.22,0.18,0.31,0.29,1.9675793886079755,0.07,4,0,nan
1666,0.9819688200950623,100,0.71,0.17,0.12,0.37,0.34,1.8615568953678014,0.12,4,0,nan
1667,0.9918549656867981,100,0.69,0.18,0.13,0.3,0.39,1.878838482117934,0.07,5,1,nan
1674,0.99871426820755,100,0.59,0.17,0.24,0.3,0.29,1.967714839319538,0.06,3,0,nan
1679,0.9965736269950867,100,0.74,0.12,0.14,0.32,0.42,1.8158576830330424,0.13,5,1,nan
1682,0.9506170749664307,100,0.49,0.4,0.11,0.18,0.31,1.8481601172901292,0.01,4,0,nan
1683,0.9998239278793335,100,0.63,0.17,0.2,0.29,0.34,1.9460500331725832,0.07,3,0,nan
1685,0.9750820398330688,100,0.67,0.13,0.2,0.53,0.14,1.72958587743235,0.09,5,2,nan
1686,0.9896714687347412,100,0.68,0.18,0.14,0.15,0.53,1.7384085701672705,0.06,5,2,nan
1687,0.9953105449676514,100,0.65,0.09,0.26,0.39,0.26,1.8530274208552717,0.1,4,0,nan
1690,0.9884406328201294,100,0.66,0.17,0.17,0.36,0.3,1.9208786445478214,0.1,4,0,nan
1692,0.9995641112327576,100,0.71,0.13,0.16,0.31,0.4,1.8582269322415064,0.12,4,0,nan
1694,0.9816234707832336,100,0.63,0.15,0.22,0.42,0.21,1.8895876679826225,0.06,3,0,nan
1701,0.9986187219619751,100,0.7,0.18,0.12,0.3,0.4,1.862235772791069,0.05,5,1,nan
1703,0.9995905756950378,100,0.79,0.1,0.11,0.52,0.27,1.6830776232183815,0.13,4,0,nan
1706,0.9976336359977722,100,0.68,0.15,0.17,0.39,0.29,1.8928325634776162,0.14,7,1,nan
1708,0.9990333318710327,100,0.67,0.21,0.12,0.33,0.34,1.8968866054912412,0.11,4,0,nan
1713,0.9996543526649475,100,0.65,0.15,0.2,0.34,0.31,1.9278987592109278,0.08,4,0,nan
1717,0.9707701206207275,100,0.71,0.11,0.18,0.47,0.24,1.8016844510034389,0.06,4,0,nan
1718,0.9886802434921265,100,0.65,0.17,0.18,0.38,0.27,1.9203689258098517,0.11,4,0,nan
1720,0.9941697716712952,100,0.77,0.12,0.11,0.43,0.34,1.770092001091066,0.16,4,0,nan
1721,0.9918403029441833,100,0.54,0.27,0.19,0.25,0.29,1.98315180060563,0.06,4,0,nan
1727,0.9923424124717712,100,0.58,0.2,0.22,0.28,0.3,1.980269057838362,0.06,3,0,nan
1743,0.982934296131134,100,0.59,0.13,0.28,0.34,0.25,1.926038234771457,0.09,4,0,nan
1746,0.9807538390159607,100,0.71,0.12,0.17,0.53,0.18,1.7324076654975165,0.04,5,3,nan
1747,0.999701976776123,100,0.65,0.2,0.15,0.37,0.28,1.919879857997134,0.14,4,0,nan
1750,0.9994367361068726,100,0.74,0.08,0.18,0.55,0.19,1.6664156195222644,0.1,5,1,nan
1751,0.9975200295448303,100,0.62,0.15,0.23,0.34,0.28,1.9416066063390895,0.07,3,0,nan
1756,0.9862527251243591,100,0.66,0.15,0.19,0.22,0.44,1.8674915045785494,0.05,4,0,nan
1757,0.9882367849349976,100,0.74,0.12,0.14,0.32,0.42,1.8158576830330424,0.17,4,0,nan
1760,0.9953148365020752,100,0.57,0.25,0.18,0.39,0.18,1.9204122764555343,0.05,4,0,nan
1763,0.9608365893363953,100,0.71,0.14,0.15,0.27,0.44,1.8388233735608353,0.06,4,0,nan
1765,0.9522489905357361,100,0.75,0.13,0.12,0.29,0.46,1.7829505379566222,0.09,5,1,nan
1770,0.9911400079727173,100,0.82,0.09,0.09,0.41,0.41,1.6800770457282796,0.12,4,0,nan
1771,0.9934174418449402,100,0.64,0.2,0.16,0.22,0.42,1.8936222971299674,0.07,4,0,nan
1772,0.9948211312294006,100,0.68,0.13,0.19,0.46,0.22,1.8337793429756701,0.03,5,1,nan
1773,0.9980468153953552,100,0.65,0.1,0.25,0.3,0.35,1.8833830982290136,0.08,4,0,nan
1774,0.9610176682472229,100,0.51,0.31,0.18,0.24,0.27,1.9732582075379632,0.04,3,0,nan
1776,0.9974177479743958,100,0.67,0.16,0.17,0.5,0.17,1.792190728862247,0.05,5,1,nan
1783,0.97257399559021,100,0.8,0.08,0.12,0.25,0.55,1.632948799805942,0.1,4,0,nan
1784,0.9972931146621704,100,0.69,0.16,0.15,0.2,0.49,1.8022291578395224,0.07,4,0,nan
1792,0.995434045791626,100,0.68,0.2,0.12,0.32,0.36,1.888102070191481,0.14,3,0,nan
1798,0.9938687682151794,100,0.65,0.21,0.14,0.22,0.43,1.874071041281013,0.08,5,1,nan
1809,0.958877682685852,100,0.64,0.17,0.19,0.13,0.51,1.767887191444081,0.02,5,1,nan
1810,0.962669849395752,100,0.72,0.22,0.06,0.41,0.31,1.7752863055179042,0.1,3,0,nan
1813,0.9900208115577698,100,0.79,0.09,0.12,0.58,0.21,1.6083518036008464,0.1,5,1,nan
1817,0.9925293922424316,100,0.74,0.2,0.06,0.26,0.48,1.721476493691144,0.11,4,0,nan
1818,0.9985509514808655,100,0.59,0.3,0.11,0.28,0.31,1.909391298646006,0.06,4,0,nan
1821,0.9972774982452393,100,0.74,0.09,0.17,0.33,0.41,1.802447875350655,0.07,5,1,nan
1822,0.9980679750442505,100,0.68,0.23,0.09,0.18,0.5,1.745629094604825,0.07,4,0,nan
1824,0.9989497661590576,100,0.64,0.12,0.24,0.46,0.18,1.8218446894692664,0.1,4,0,nan
1826,0.9927735924720764,100,0.61,0.23,0.16,0.16,0.45,1.8521030465332582,0.03,4,0,nan
1828,0.9995611310005188,100,0.66,0.21,0.13,0.25,0.41,1.8828519982957475,0.11,4,0,nan
1829,0.9727922081947327,100,0.68,0.17,0.15,0.31,0.37,1.8996553159182463,0.07,5,1,nan
1831,0.9974339604377747,100,0.67,0.22,0.11,0.14,0.53,1.7134162256178564,0.06,6,3,nan
1832,0.9785753488540649,100,0.67,0.2,0.13,0.3,0.37,1.898848483473643,0.05,5,1,nan
1834,0.9993640780448914,100,0.74,0.16,0.1,0.41,0.33,1.8104169990042844,0.13,5,1,nan
1843,0.954642117023468,100,0.71,0.1,0.19,0.49,0.22,1.7722743730150499,0.09,4,0,nan
1848,0.9977053999900818,100,0.77,0.12,0.11,0.42,0.35,1.773100838140266,0.11,8,2,nan
1850,0.9989467859268188,100,0.6,0.2,0.2,0.35,0.25,1.9588718484453604,0.08,3,0,nan
1857,0.9924920201301575,100,0.66,0.15,0.19,0.28,0.38,1.910444539594474,0.08,4,0,nan
1859,0.9946476817131042,100,0.59,0.28,0.13,0.32,0.27,1.932920022656117,0.11,4,0,nan
1860,0.9893882870674133,100,0.67,0.16,0.17,0.32,0.35,1.913738450831429,0.05,4,0,nan
1865,0.9924261569976807,100,0.64,0.2,0.16,0.16,0.48,1.8186885704510973,0.09,4,0,nan
1872,0.9927215576171875,100,0.65,0.17,0.18,0.24,0.41,1.9014136844360587,0.09,4,0,nan
1873,0.9754008054733276,100,0.62,0.24,0.14,0.3,0.32,1.9383683218310273,0.09,6,1,nan
